faceoffsLost,shotsAgainst,teamId,teamFullName,gameDate,shootoutGamesWon,ppGoalsFor,shotsFor,otLosses,gameId,shootoutGamesLost,penaltyKillPctg,ppPctg,faceoffWinPctg,gameLocationCode,faceoffsWon,ppOpportunities,wins,ties,goalsFor,opponentTeamAbbrev,gamesPlayed,points,losses,goalsAgainst,teamAbbrev,shNumTimes,ppGoalsAgainst
27,36,22,Edmonton Oilers,2007-03-12T23:30:00Z,0,0,27,0,2006021039,0,0.6666,0.0,0.46,R,23,4,0,0,1,LAK,1,0,1,5,EDM,6,2
30,27,22,Edmonton Oilers,2007-03-15T23:00:00Z,0,0,23,0,2006021059,0,1.0,0.0,0.4545,H,25,5,0,0,1,MIN,1,0,1,2,EDM,2,0
31,40,22,Edmonton Oilers,2007-03-17T22:00:00Z,0,1,24,1,2006021075,0,1.0,0.2,0.4918,H,30,5,0,0,2,STL,1,1,0,3,EDM,4,0
25,38,22,Edmonton Oilers,2007-03-19T23:00:00Z,0,0,37,0,2006021087,0,0.75,0.0,0.5454,H,30,5,0,0,1,VAN,1,0,1,2,EDM,4,1
35,34,22,Edmonton Oilers,2007-03-21T23:00:00Z,0,0,23,0,2006021099,0,0.8333,0.0,0.4531,H,29,2,0,0,1,COL,1,0,1,5,EDM,6,1
35,46,22,Edmonton Oilers,2007-03-23T23:00:00Z,1,1,22,0,2006021114,0,0.6,0.5,0.4776,H,32,2,1,0,3,COL,1,2,0,3,EDM,5,2
27,26,22,Edmonton Oilers,2007-03-25T00:00:00Z,0,0,26,0,2006021127,0,0.8,0.0,0.4807,H,25,3,0,0,0,NSH,1,0,1,4,EDM,5,1
34,28,22,Edmonton Oilers,2007-03-27T23:00:00Z,0,1,27,0,2006021141,0,1.0,0.2,0.4035,R,23,5,0,0,3,NSH,1,0,1,4,EDM,3,0
29,42,22,Edmonton Oilers,2007-03-29T23:00:00Z,0,0,18,0,2006021153,0,1.0,0.0,0.3958,R,19,3,0,0,2,STL,1,0,1,5,EDM,1,0
26,20,22,Edmonton Oilers,2007-04-01T18:00:00Z,0,0,20,0,2006021178,0,1.0,0.0,0.48,R,24,5,0,0,1,CHI,1,0,1,2,EDM,3,0
24,26,22,Edmonton Oilers,2007-04-03T23:00:00Z,0,0,25,0,2006021192,0,0.6,0.0,0.5294,R,27,5,0,0,0,MIN,1,0,1,3,EDM,5,2
22,29,22,Edmonton Oilers,2007-04-05T23:00:00Z,0,0,22,0,2006021205,0,1.0,0.0,0.5217,R,24,2,0,0,0,MIN,1,0,1,3,EDM,3,0
33,30,22,Edmonton Oilers,2007-04-08T00:00:00Z,0,1,29,0,2006021226,0,1.0,0.3333,0.4406,R,26,3,1,0,3,CGY,1,2,0,2,EDM,7,0
34,30,22,Edmonton Oilers,2007-10-04T23:00:00Z,1,0,25,0,2007020013,0,0.8333,0.0,0.5466,H,41,6,1,0,2,SJS,1,2,0,2,EDM,6,1
24,25,22,Edmonton Oilers,2007-10-06T22:00:00Z,0,0,34,0,2007020021,0,0.75,0.0,0.6065,H,37,2,1,0,5,PHI,1,2,0,3,EDM,4,1
39,35,22,Edmonton Oilers,2007-10-08T23:30:00Z,0,0,20,0,2007020038,0,0.8,0.0,0.3275,R,19,4,0,0,2,DET,1,0,1,4,EDM,5,1
35,26,22,Edmonton Oilers,2007-10-10T23:00:00Z,0,0,21,0,2007020046,0,1.0,0.0,0.4444,R,28,4,0,0,0,MIN,1,0,1,2,EDM,1,0
16,19,22,Edmonton Oilers,2007-10-12T23:00:00Z,0,1,30,0,2007020061,0,1.0,0.25,0.6981,H,37,4,0,0,2,VAN,1,0,1,5,EDM,1,0
28,22,22,Edmonton Oilers,2007-10-13T23:00:00Z,0,0,28,0,2007020073,0,0.8333,0.0,0.5172,R,30,5,0,0,1,VAN,1,0,1,4,EDM,6,1
32,41,22,Edmonton Oilers,2007-10-18T23:00:00Z,0,0,18,0,2007020096,0,0.75,0.0,0.5294,R,36,2,1,0,4,PHX,1,2,0,2,EDM,4,1
39,34,22,Edmonton Oilers,2007-10-21T00:00:00Z,0,0,18,0,2007020112,0,0.7142,0.0,0.4583,R,33,6,0,0,1,CGY,1,0,1,4,EDM,7,2
25,22,22,Edmonton Oilers,2007-10-23T23:30:00Z,0,0,27,0,2007020124,0,1.0,0.0,0.5614,H,32,2,0,0,2,COL,1,0,1,4,EDM,4,0
22,30,22,Edmonton Oilers,2007-10-25T23:00:00Z,1,1,31,0,2007020137,0,1.0,0.2,0.6071,H,34,5,1,0,4,MIN,1,2,0,4,EDM,4,0
28,31,22,Edmonton Oilers,2007-10-27T23:00:00Z,0,1,35,0,2007020156,0,1.0,0.25,0.4509,R,23,4,0,0,1,LAK,1,0,1,4,EDM,3,0
31,32,22,Edmonton Oilers,2007-10-28T21:00:00Z,1,0,22,0,2007020158,0,1.0,0.0,0.5156,R,33,4,1,0,2,ANA,1,2,0,2,EDM,3,0
23,34,22,Edmonton Oilers,2007-10-30T23:30:00Z,0,0,16,0,2007020167,0,0.6666,0.0,0.5576,H,29,3,0,0,1,DET,1,0,1,2,EDM,3,1
27,23,22,Edmonton Oilers,2007-11-02T23:00:00Z,0,0,31,0,2007020186,0,1.0,0.0,0.46,H,23,3,0,0,1,NSH,1,0,1,4,EDM,2,0
38,26,22,Edmonton Oilers,2007-11-06T00:00:00Z,0,1,24,0,2007020207,0,0.6,0.1666,0.377,R,23,6,0,0,2,MIN,1,0,1,5,EDM,10,4
23,38,22,Edmonton Oilers,2007-11-08T00:30:00Z,0,1,33,1,2007020218,1,1.0,0.25,0.566,R,30,4,0,0,3,COL,1,1,0,3,EDM,4,0
42,39,22,Edmonton Oilers,2007-11-11T01:00:00Z,0,2,35,0,2007020242,0,0.8571,0.3333,0.3538,R,23,6,1,0,4,CGY,1,2,0,2,EDM,7,1
14,29,22,Edmonton Oilers,2007-11-15T00:00:00Z,1,0,19,0,2007020261,0,1.0,0.0,0.6818,R,30,4,1,0,0,VAN,1,2,0,0,EDM,2,0
30,25,22,Edmonton Oilers,2007-11-16T00:00:00Z,0,0,40,0,2007020268,0,0.7777,0.0,0.5384,H,35,5,0,0,2,MIN,1,0,1,4,EDM,9,2
22,27,22,Edmonton Oilers,2007-11-18T01:00:00Z,0,0,16,0,2007020286,0,1.0,0.0,0.5217,H,24,3,0,0,1,CGY,1,0,1,3,EDM,4,0
30,24,22,Edmonton Oilers,2007-11-21T00:00:00Z,1,3,29,0,2007020299,0,0.75,0.375,0.4545,H,25,8,1,0,4,VAN,1,2,0,4,EDM,4,1
32,31,22,Edmonton Oilers,2007-11-23T00:00:00Z,0,1,16,0,2007020314,0,1.0,0.2,0.4285,H,24,5,0,0,2,COL,1,0,1,3,EDM,8,0
25,40,22,Edmonton Oilers,2007-11-25T01:00:00Z,1,0,31,0,2007020335,0,1.0,0.0,0.5689,H,33,4,1,0,2,CHI,1,2,0,2,EDM,3,0
22,37,22,Edmonton Oilers,2007-11-27T00:00:00Z,0,0,20,0,2007020344,0,0.8571,0.0,0.5416,H,26,3,1,0,3,CBJ,1,2,0,1,EDM,7,1
34,43,22,Edmonton Oilers,2007-11-29T00:30:00Z,0,0,13,0,2007020355,0,0.8,0.0,0.4516,R,28,4,0,0,2,COL,1,0,1,4,EDM,5,1
29,22,22,Edmonton Oilers,2007-12-01T00:00:00Z,0,1,35,0,2007020369,0,1.0,0.125,0.5606,H,37,8,1,0,5,ANA,1,2,0,1,EDM,5,0
23,25,22,Edmonton Oilers,2007-12-02T22:00:00Z,0,2,21,0,2007020385,0,1.0,0.4,0.4651,R,20,5,1,0,4,ANA,1,2,0,0,EDM,4,0
34,34,22,Edmonton Oilers,2007-12-04T00:30:00Z,1,1,23,0,2007020391,0,0.5,0.1666,0.4237,R,25,6,1,0,3,LAK,1,2,0,3,EDM,2,1
28,31,22,Edmonton Oilers,2007-12-06T00:30:00Z,0,0,19,0,2007020403,0,0.5,0.0,0.5087,H,29,1,0,0,2,PIT,1,0,1,4,EDM,2,1
32,31,22,Edmonton Oilers,2007-12-08T00:00:00Z,0,0,28,0,2007020419,0,0.8,0.0,0.4666,H,28,6,0,0,3,STL,1,0,1,4,EDM,5,1
27,30,22,Edmonton Oilers,2007-12-11T00:30:00Z,0,0,21,1,2007020439,0,0.75,0.0,0.4489,R,22,2,0,0,4,DAL,1,1,0,5,EDM,4,1
34,24,22,Edmonton Oilers,2007-12-12T01:00:00Z,1,2,29,0,2007020444,0,0.8333,0.2222,0.4516,R,28,9,1,0,4,STL,1,2,0,4,EDM,6,1
35,42,22,Edmonton Oilers,2007-12-14T00:30:00Z,1,1,25,0,2007020458,0,0.75,0.25,0.4444,R,28,4,1,0,3,DET,1,2,0,3,EDM,4,1
25,30,22,Edmonton Oilers,2007-12-16T01:00:00Z,1,0,26,0,2007020477,0,1.0,0.0,0.468,H,22,3,1,0,1,VAN,1,2,0,1,EDM,2,0
24,36,22,Edmonton Oilers,2007-12-19T00:30:00Z,0,1,34,1,2007020495,1,1.0,0.3333,0.4782,H,22,3,0,0,1,DAL,1,1,0,1,EDM,2,0
30,33,22,Edmonton Oilers,2007-12-22T00:00:00Z,0,0,21,0,2007020516,0,1.0,0.0,0.3478,H,16,1,0,0,1,NJD,1,0,1,3,EDM,5,0
31,34,22,Edmonton Oilers,2007-12-23T23:00:00Z,0,1,27,0,2007020532,0,0.8,0.1666,0.4363,R,24,6,0,0,2,CHI,1,0,1,3,EDM,5,1
18,23,22,Edmonton Oilers,2007-12-28T00:00:00Z,0,0,16,0,2007020552,0,1.0,0.0,0.6086,H,28,3,0,0,1,ANA,1,0,1,2,EDM,3,0
28,35,22,Edmonton Oilers,2007-12-30T00:00:00Z,0,1,27,1,2007020568,0,0.6,0.3333,0.5,R,28,3,0,0,4,MIN,1,1,0,5,EDM,5,2
32,33,22,Edmonton Oilers,2007-12-31T23:00:00Z,0,0,28,0,2007020577,0,0.6666,0.0,0.4482,R,26,4,0,0,2,CBJ,1,0,1,4,EDM,3,1
31,33,22,Edmonton Oilers,2008-01-03T00:30:00Z,0,1,24,0,2007020591,0,1.0,0.25,0.4464,R,25,4,1,0,3,STL,1,2,0,2,EDM,7,0
28,30,22,Edmonton Oilers,2008-01-04T00:00:00Z,0,1,28,0,2007020599,0,0.3333,0.1428,0.5172,R,30,7,0,0,2,NSH,1,0,1,5,EDM,3,2
25,31,22,Edmonton Oilers,2008-01-06T01:00:00Z,1,2,25,0,2007020619,0,0.8,0.2857,0.5967,H,37,7,1,0,2,NYR,1,2,0,2,EDM,5,1
27,35,22,Edmonton Oilers,2008-01-08T00:00:00Z,0,1,33,0,2007020625,0,1.0,0.25,0.55,H,33,4,1,0,4,NYI,1,2,0,0,EDM,3,0
27,31,22,Edmonton Oilers,2008-01-11T00:00:00Z,0,1,33,0,2007020649,0,1.0,0.2,0.55,H,33,5,1,0,5,PHX,1,2,0,2,EDM,4,0
17,28,22,Edmonton Oilers,2008-01-13T23:00:00Z,0,1,31,0,2007020672,0,1.0,1.0,0.6458,H,31,1,1,0,2,CGY,1,2,0,1,EDM,5,0
28,36,22,Edmonton Oilers,2008-01-16T00:00:00Z,0,0,33,0,2007020682,0,0.6666,0.0,0.5625,H,36,1,0,0,1,LAK,1,0,1,3,EDM,3,1
41,32,22,Edmonton Oilers,2008-01-18T00:00:00Z,0,2,33,1,2007020691,1,0.8333,0.4,0.4305,R,31,5,0,0,4,WSH,1,1,0,4,EDM,6,1
31,36,22,Edmonton Oilers,2008-01-19T00:00:00Z,0,0,18,0,2007020699,0,0.75,0.0,0.415,R,22,4,0,0,2,CAR,1,0,1,7,EDM,4,1
27,31,22,Edmonton Oilers,2008-01-20T19:00:00Z,0,1,24,0,2007020718,0,1.0,0.25,0.5,R,27,4,1,0,4,ATL,1,2,0,2,EDM,6,0
29,22,22,Edmonton Oilers,2008-01-23T00:30:00Z,0,1,28,0,2007020731,0,0.75,0.3333,0.5,R,29,3,0,0,3,TBL,1,0,1,4,EDM,4,1
33,35,22,Edmonton Oilers,2008-01-25T00:30:00Z,1,1,40,0,2007020747,0,1.0,0.2,0.5352,R,38,5,1,0,3,FLA,1,2,0,3,EDM,6,0
15,39,22,Edmonton Oilers,2008-01-30T00:30:00Z,0,0,13,0,2007020763,0,1.0,0.0,0.6808,H,32,5,0,0,0,SJS,1,0,1,3,EDM,5,0
21,22,22,Edmonton Oilers,2008-02-02T00:00:00Z,0,0,33,0,2007020783,0,0.7142,0.0,0.6557,H,40,5,0,0,1,DAL,1,0,1,4,EDM,7,2
21,24,22,Edmonton Oilers,2008-02-05T00:00:00Z,0,3,28,0,2007020800,0,1.0,0.375,0.6037,H,32,8,1,0,5,CGY,1,2,0,0,EDM,6,0
32,41,22,Edmonton Oilers,2008-02-07T00:00:00Z,0,2,27,0,2007020815,0,0.8888,0.4,0.492,H,31,5,1,0,4,CHI,1,2,0,1,EDM,9,1
22,30,22,Edmonton Oilers,2008-02-09T22:00:00Z,0,0,15,0,2007020839,0,0.75,0.0,0.5,R,22,2,0,0,1,CGY,1,0,1,4,EDM,4,1
21,40,22,Edmonton Oilers,2008-02-13T00:00:00Z,0,1,23,0,2007020859,0,0.75,0.25,0.6037,H,32,4,1,0,4,MIN,1,2,0,2,EDM,4,1
23,30,22,Edmonton Oilers,2008-02-15T00:30:00Z,0,1,18,0,2007020874,0,1.0,0.25,0.5,R,23,4,1,0,3,SJS,1,2,0,2,EDM,8,0
24,26,22,Edmonton Oilers,2008-02-17T00:00:00Z,0,0,26,0,2007020889,0,0.875,0.0,0.5294,R,27,2,0,0,2,VAN,1,0,1,4,EDM,8,1
32,28,22,Edmonton Oilers,2008-02-20T00:00:00Z,0,1,36,0,2007020907,0,1.0,0.25,0.4074,R,22,4,0,0,4,NSH,1,0,1,5,EDM,1,0
31,39,22,Edmonton Oilers,2008-02-23T00:30:00Z,0,1,22,0,2007020926,0,0.7142,0.2,0.4561,R,26,5,0,0,2,DAL,1,0,1,5,EDM,7,2
25,29,22,Edmonton Oilers,2008-02-24T23:00:00Z,0,0,20,0,2007020945,0,1.0,0.0,0.4897,H,24,2,1,0,3,COL,1,2,0,2,EDM,3,0
37,43,22,Edmonton Oilers,2008-02-27T00:00:00Z,1,1,29,0,2007020957,0,0.7142,0.1666,0.4218,H,27,6,1,0,3,DET,1,2,0,3,EDM,7,2
24,26,22,Edmonton Oilers,2008-02-29T00:00:00Z,0,0,27,0,2007020970,0,1.0,0.0,0.4666,H,21,4,1,0,5,LAK,1,2,0,4,EDM,2,0
30,38,22,Edmonton Oilers,2008-03-02T23:00:00Z,1,1,29,0,2007020994,0,1.0,0.1666,0.4827,H,28,6,1,0,3,CBJ,1,2,0,3,EDM,4,0
32,24,22,Edmonton Oilers,2008-03-05T00:00:00Z,0,0,30,0,2007021007,0,1.0,0.0,0.4576,H,27,4,0,0,1,NSH,1,0,1,5,EDM,2,0
22,31,22,Edmonton Oilers,2008-03-08T00:00:00Z,0,1,17,0,2007021024,0,1.0,0.5,0.5,R,22,2,1,0,2,CBJ,1,2,0,1,EDM,4,0
35,38,22,Edmonton Oilers,2008-03-09T18:00:00Z,0,1,25,0,2007021041,0,0.8571,0.3333,0.4166,R,25,3,1,0,6,CHI,1,2,0,5,EDM,7,1
22,31,22,Edmonton Oilers,2008-03-11T23:00:00Z,0,2,24,0,2007021055,0,0.6666,0.5,0.5217,H,24,4,1,0,4,STL,1,2,0,3,EDM,3,1
25,32,22,Edmonton Oilers,2008-03-13T23:30:00Z,0,1,24,0,2007021069,0,0.3333,0.2,0.4791,R,23,5,0,0,1,COL,1,0,1,5,EDM,3,2
26,40,22,Edmonton Oilers,2008-03-15T23:00:00Z,0,1,37,0,2007021084,0,0.6666,0.2,0.606,R,40,5,1,0,5,PHX,1,2,0,2,EDM,3,1
28,49,22,Edmonton Oilers,2008-03-16T21:00:00Z,1,1,23,0,2007021092,0,0.8333,0.3333,0.3913,R,18,3,1,0,1,SJS,1,2,0,1,EDM,6,1
28,34,22,Edmonton Oilers,2008-03-18T23:30:00Z,0,3,36,0,2007021101,0,0.8,0.6,0.5172,H,30,5,1,0,8,PHX,1,2,0,4,EDM,5,1
22,21,22,Edmonton Oilers,2008-03-20T23:00:00Z,0,0,34,0,2007021116,0,1.0,0.0,0.6271,H,37,6,0,0,1,VAN,1,0,1,4,EDM,1,0
26,34,22,Edmonton Oilers,2008-03-22T17:00:00Z,0,0,29,0,2007021126,0,0.8,0.0,0.5517,H,32,4,1,0,7,COL,1,2,0,5,EDM,5,1
25,34,22,Edmonton Oilers,2008-03-24T23:30:00Z,0,0,33,0,2007021139,0,1.0,0.0,0.5283,H,28,3,1,0,5,MIN,1,2,0,3,EDM,4,0
25,21,22,Edmonton Oilers,2008-03-26T23:00:00Z,0,0,33,0,2007021151,0,0.6666,0.0,0.5283,R,28,6,0,0,1,MIN,1,0,1,3,EDM,3,1
31,36,22,Edmonton Oilers,2008-03-28T23:00:00Z,0,1,31,1,2007021168,1,1.0,0.5,0.523,R,34,2,0,0,4,COL,1,1,0,4,EDM,3,0
26,32,22,Edmonton Oilers,2008-03-30T00:00:00Z,0,1,21,0,2007021177,0,1.0,0.3333,0.5,R,26,3,1,0,2,CGY,1,2,0,1,EDM,2,0
31,17,22,Edmonton Oilers,2008-04-01T23:00:00Z,0,0,30,0,2007021194,0,0.6666,0.0,0.3921,H,20,3,0,0,2,CGY,1,0,1,3,EDM,3,1
27,38,22,Edmonton Oilers,2008-04-03T23:30:00Z,0,1,21,0,2007021208,0,0.875,0.25,0.5344,R,31,4,1,0,2,VAN,1,2,0,1,EDM,8,1
36,33,22,Edmonton Oilers,2008-10-12T22:00:00Z,0,1,19,0,2008020029,0,1.0,0.3333,0.28,H,14,3,1,0,3,COL,1,2,0,2,EDM,3,0
32,35,22,Edmonton Oilers,2008-10-15T23:00:00Z,0,1,28,0,2008020048,0,1.0,0.25,0.4074,R,22,4,1,0,3,ANA,1,2,0,2,EDM,2,0
23,29,22,Edmonton Oilers,2008-10-17T23:00:00Z,0,3,35,0,2008020060,0,0.6666,0.5,0.5576,R,29,6,1,0,4,CGY,1,2,0,3,EDM,3,1
23,33,22,Edmonton Oilers,2008-10-19T00:00:00Z,0,0,27,0,2008020074,0,0.7142,0.0,0.5964,H,34,4,1,0,3,CGY,1,2,0,2,EDM,7,2
26,30,22,Edmonton Oilers,2008-10-23T00:00:00Z,0,0,23,0,2008020091,0,0.6666,0.0,0.4583,R,22,5,0,0,0,CHI,1,0,1,3,EDM,3,1
18,25,22,Edmonton Oilers,2008-10-23T23:30:00Z,0,1,26,0,2008020097,0,0.8333,0.25,0.5909,R,26,4,0,0,1,COL,1,0,1,4,EDM,6,1
39,30,22,Edmonton Oilers,2008-10-25T23:00:00Z,0,0,28,0,2008020118,0,0.3333,0.0,0.4,R,26,4,0,0,3,VAN,1,0,1,6,EDM,6,4
25,36,22,Edmonton Oilers,2008-10-27T23:00:00Z,0,0,27,1,2008020124,0,0.75,0.0,0.5192,H,27,3,0,0,0,BOS,1,1,0,1,EDM,4,1
33,25,22,Edmonton Oilers,2008-10-30T23:00:00Z,0,1,28,0,2008020140,0,1.0,0.25,0.45,R,27,4,0,0,1,NSH,1,0,1,3,EDM,3,0
34,34,22,Edmonton Oilers,2008-11-01T19:00:00Z,0,1,32,0,2008020150,0,1.0,0.3333,0.4426,R,27,3,1,0,3,CAR,1,2,0,1,EDM,6,0
39,26,22,Edmonton Oilers,2008-11-02T18:00:00Z,0,1,28,0,2008020162,0,0.5,0.1428,0.3389,R,20,7,1,0,5,PHI,1,2,0,4,EDM,6,3
35,38,22,Edmonton Oilers,2008-11-06T00:30:00Z,0,1,26,0,2008020179,0,0.8333,0.2,0.4776,R,32,5,0,0,4,CBJ,1,0,1,5,EDM,6,1
39,34,22,Edmonton Oilers,2008-11-07T00:00:00Z,0,0,31,0,2008020186,0,0.8333,0.0,0.35,R,21,4,0,0,4,PIT,1,0,1,5,EDM,6,1
29,38,22,Edmonton Oilers,2008-11-10T00:30:00Z,0,1,28,0,2008020209,0,1.0,0.3333,0.5322,R,33,3,1,0,2,NJD,1,2,0,1,EDM,2,0
29,42,22,Edmonton Oilers,2008-11-11T00:00:00Z,1,0,31,0,2008020213,0,1.0,0.0,0.5322,R,33,3,1,0,2,NYR,1,2,0,2,EDM,4,0
23,28,22,Edmonton Oilers,2008-11-14T00:00:00Z,0,1,25,0,2008020234,0,0.25,0.25,0.566,H,30,4,0,0,2,TOR,1,0,1,5,EDM,4,3
30,32,22,Edmonton Oilers,2008-11-16T01:00:00Z,0,1,35,1,2008020250,1,0.75,0.25,0.5238,H,33,4,0,0,2,COL,1,1,0,2,EDM,4,1
31,41,22,Edmonton Oilers,2008-11-18T00:30:00Z,0,0,21,0,2008020260,0,0.8,0.0,0.3673,R,18,5,0,0,0,DET,1,0,1,4,EDM,5,1
32,39,22,Edmonton Oilers,2008-11-19T00:00:00Z,0,2,19,0,2008020264,0,0.8571,0.6666,0.4576,R,27,3,1,0,7,CBJ,1,2,0,2,EDM,7,1
32,35,22,Edmonton Oilers,2008-11-21T00:00:00Z,0,2,34,0,2008020277,0,0.4,0.2857,0.5151,H,34,7,0,0,3,DET,1,0,1,4,EDM,5,3
24,29,22,Edmonton Oilers,2008-11-27T01:00:00Z,0,0,23,0,2008020319,0,1.0,0.0,0.5294,H,27,5,0,0,1,LAK,1,0,1,2,EDM,4,0
40,29,22,Edmonton Oilers,2008-11-29T18:00:00Z,0,1,22,0,2008020334,0,1.0,0.25,0.4117,R,28,4,1,0,4,STL,1,2,0,2,EDM,4,0
24,26,22,Edmonton Oilers,2008-11-30T22:00:00Z,0,1,28,0,2008020348,0,0.6,0.3333,0.5,R,24,3,0,0,3,DAL,1,0,1,4,EDM,5,2
20,25,22,Edmonton Oilers,2008-12-04T00:30:00Z,0,1,22,0,2008020365,0,1.0,0.2,0.5652,H,26,5,1,0,5,DAL,1,2,0,2,EDM,4,0
35,36,22,Edmonton Oilers,2008-12-06T00:30:00Z,1,0,44,0,2008020379,0,0.5,0.0,0.527,R,39,4,1,0,4,LAK,1,2,0,4,EDM,4,2
30,43,22,Edmonton Oilers,2008-12-07T00:00:00Z,0,2,17,0,2008020390,0,0.75,0.4,0.423,R,22,5,1,0,3,SJS,1,2,0,2,EDM,4,1
28,16,22,Edmonton Oilers,2008-12-12T00:00:00Z,0,0,41,0,2008020418,0,0.0,0.0,0.4615,H,24,3,0,0,0,FLA,1,0,1,2,EDM,1,1
33,23,22,Edmonton Oilers,2008-12-14T01:00:00Z,0,0,29,0,2008020439,0,1.0,0.0,0.431,H,25,8,1,0,3,VAN,1,2,0,0,EDM,3,0
32,44,22,Edmonton Oilers,2008-12-17T00:30:00Z,0,1,33,0,2008020453,0,0.2,0.3333,0.5076,H,33,3,0,0,2,CHI,1,0,1,9,EDM,5,4
30,28,22,Edmonton Oilers,2008-12-18T00:30:00Z,0,1,24,0,2008020458,0,0.8333,0.1666,0.4642,R,26,6,0,0,2,VAN,1,0,1,4,EDM,6,1
26,36,22,Edmonton Oilers,2008-12-20T00:00:00Z,0,1,53,1,2008020473,1,0.875,0.1,0.6176,H,42,10,0,0,2,ANA,1,1,0,2,EDM,8,1
33,29,22,Edmonton Oilers,2008-12-23T00:30:00Z,0,2,27,0,2008020492,0,0.8,0.2222,0.4923,H,32,9,1,0,4,PHX,1,2,0,2,EDM,5,1
30,28,22,Edmonton Oilers,2008-12-27T00:00:00Z,0,2,23,0,2008020514,0,0.8,0.4,0.5,R,30,5,1,0,3,VAN,1,2,0,2,EDM,5,1
38,30,22,Edmonton Oilers,2008-12-28T23:00:00Z,0,1,33,0,2008020531,0,1.0,0.25,0.4062,H,26,4,1,0,5,NSH,1,2,0,2,EDM,1,0
28,25,22,Edmonton Oilers,2008-12-31T01:00:00Z,0,0,22,0,2008020545,0,0.6666,0.0,0.3777,H,17,1,0,0,2,OTT,1,0,1,3,EDM,3,1
40,37,22,Edmonton Oilers,2009-01-01T01:00:00Z,0,1,32,0,2008020553,0,0.4,0.2,0.3846,R,25,5,0,0,4,CGY,1,0,1,6,EDM,5,3
27,39,22,Edmonton Oilers,2009-01-04T01:00:00Z,0,1,19,0,2008020573,0,1.0,0.25,0.55,H,33,4,1,0,4,DAL,1,2,0,1,EDM,5,0
27,27,22,Edmonton Oilers,2009-01-06T00:30:00Z,0,0,26,0,2008020584,0,0.5,0.0,0.5423,H,32,3,1,0,3,NYI,1,2,0,2,EDM,2,1
27,22,22,Edmonton Oilers,2009-01-08T01:00:00Z,0,1,25,0,2008020597,0,1.0,0.25,0.509,H,28,4,0,0,2,VAN,1,0,1,4,EDM,4,0
33,31,22,Edmonton Oilers,2009-01-10T00:00:00Z,0,1,26,0,2008020611,0,0.5,0.1666,0.4107,H,23,6,0,0,1,SJS,1,0,1,4,EDM,4,2
24,22,22,Edmonton Oilers,2009-01-11T23:00:00Z,0,0,28,0,2008020627,0,1.0,0.0,0.5294,H,27,5,1,0,2,STL,1,2,0,1,EDM,5,0
36,36,22,Edmonton Oilers,2009-01-14T00:00:00Z,0,1,23,0,2008020634,0,0.8,0.1666,0.4,R,24,6,1,0,5,WSH,1,2,0,2,EDM,5,1
28,24,22,Edmonton Oilers,2009-01-16T00:00:00Z,0,0,21,0,2008020650,0,0.875,0.0,0.5254,R,31,4,0,0,1,MIN,1,0,1,5,EDM,8,1
30,39,22,Edmonton Oilers,2009-01-17T00:30:00Z,0,1,37,0,2008020661,0,1.0,0.25,0.4642,R,26,4,1,0,3,COL,1,2,0,2,EDM,3,0
28,28,22,Edmonton Oilers,2009-01-19T00:00:00Z,0,0,29,0,2008020675,0,1.0,0.0,0.5882,H,40,3,1,0,6,PHX,1,2,0,3,EDM,1,0
31,23,22,Edmonton Oilers,2009-01-21T00:00:00Z,0,1,22,0,2008020689,0,1.0,0.5,0.3921,H,20,2,1,0,4,CBJ,1,2,0,3,EDM,2,0
25,37,22,Edmonton Oilers,2009-01-28T00:00:00Z,0,1,38,0,2008020710,0,0.5,0.125,0.5762,H,34,8,0,0,2,BUF,1,0,1,10,EDM,6,3
24,30,22,Edmonton Oilers,2009-01-31T00:00:00Z,0,1,28,0,2008020729,0,1.0,0.2,0.5789,H,33,5,1,0,3,MIN,1,2,0,1,EDM,3,0
37,29,22,Edmonton Oilers,2009-02-01T17:00:00Z,0,0,33,0,2008020744,0,1.0,0.0,0.4788,H,34,3,0,0,1,NSH,1,0,1,2,EDM,2,0
27,41,22,Edmonton Oilers,2009-02-04T00:00:00Z,0,0,21,0,2008020757,0,0.0,0.0,0.5,H,27,3,0,0,1,CHI,1,0,1,3,EDM,1,1
24,34,22,Edmonton Oilers,2009-02-06T00:30:00Z,1,0,23,0,2008020768,0,1.0,0.0,0.52,R,26,3,1,0,1,STL,1,2,0,1,EDM,4,0
32,35,22,Edmonton Oilers,2009-02-07T20:00:00Z,0,0,26,0,2008020778,0,0.6,0.0,0.4576,R,27,3,0,0,3,DET,1,0,1,8,EDM,5,2
29,39,22,Edmonton Oilers,2009-02-08T19:00:00Z,0,1,30,1,2008020791,1,1.0,0.1666,0.5084,R,30,6,0,0,2,MIN,1,1,0,2,EDM,3,0
27,38,22,Edmonton Oilers,2009-02-12T01:00:00Z,0,3,27,0,2008020809,0,1.0,0.4285,0.5714,H,36,7,1,0,7,MTL,1,2,0,2,EDM,7,0
33,41,22,Edmonton Oilers,2009-02-14T18:00:00Z,1,1,21,0,2008020826,0,0.6666,0.1666,0.4761,R,30,6,1,0,2,LAK,1,2,0,2,EDM,6,2
26,29,22,Edmonton Oilers,2009-02-17T00:30:00Z,0,2,29,0,2008020845,0,0.8333,0.5,0.5593,R,33,4,1,0,3,PHX,1,2,0,1,EDM,6,1
